Cues,Targets,Forward Strength,Backward Strength,Cue Set Size,# Cue Competitors,Cue Frequency (K&F)
greed,bad,0.027,0,13,8,3
greed,generous,0.014,0.021,13,8,3
greed,hate,0.027,0,13,9,3
greed,lust,0.021,0,13,9,3
greed,mean,0.021,0,13,7,3
greed,miser,0.014,missing,13,11,3
greed,money,0.411,0,13,7,3
greed,people,0.014,0,13,10,3
greed,selfish,0.048,0.184,13,8,3
greed,stingy,0.014,0,13,6,3
greed,want,0.096,0,13,9,3
greed,wealth,0.048,0,13,9,3
greek,alphabet,0.02,0,19,14,61
greek,food,0.027,0,19,15,61
greek,foreign,0.047,0,19,13,61
greek,fraternity,0.182,0.021,19,14,61
greek,gods,0.02,missing,19,17,61
greek,greece,0.014,missing,19,17,61
greek,island,0.014,0,19,16,61
greek,language,0.081,0,19,13,61
greek,latin,0.122,0.054,19,14,61
greek,letter,0.041,0,19,14,61
greek,life,0.014,0,19,16,61
greek,mythology,0.034,0,19,15,61
greek,old,0.014,0,19,15,61
greek,person,0.014,0,19,16,61
greek,roman,0.047,0.074,19,16,61
greek,rush,0.02,0,19,14,61
greek,salad,0.02,0,19,15,61
greek,sorority,0.074,0,19,14,61
greek,word,0.014,0,19,12,61
green,apple,0.014,0.027,17,13,116
green,arrow,0.021,0,17,15,116
green,bean,0.014,0.149,17,14,116
green,blue,0.118,0.135,17,12,116
green,clover,0.021,missing,17,16,116
green,color,0.035,0.04,17,12,116
green,elf,0.014,0.053,17,15,116
green,frog,0.021,0.075,17,15,116
green,go,0.014,0.028,17,15,116
green,grass,0.25,0.364,17,15,116
green,leaf,0.028,0.042,17,14,116
green,money,0.014,0.064,17,15,116
green,nature,0.014,0.046,17,14,116
green,red,0.035,0.024,17,11,116
green,tree,0.014,0.047,17,12,116
green,vegetables,0.021,0.096,17,14,116
green,yellow,0.125,0.176,17,12,116
greet,card,0.013,0,13,9,7
greet,friendly,0.013,0,13,7,7
greet,hand shake,0.013,missing,13,11,7
greet,happy,0.013,0,13,8,7
greet,hello,0.318,0,13,5,7
greet,hi,0.093,missing,13,11,7
greet,holiday,0.013,0,13,9,7
greet,introduce,0.013,0.034,13,8,7
greet,meet,0.159,0.083,13,8,7
greet,salute,0.02,0.014,13,9,7
greet,smile,0.053,0,13,7,7
greet,wave,0.02,0,13,8,7
greet,welcome,0.093,0,13,8,7
grief,agony,0.012,0,13,9,10
grief,anger,0.012,0,13,5,10
grief,cry,0.061,0,13,5,10
grief,death,0.018,0,13,9,10
grief,despair,0.012,0.02,13,5,10
grief,happiness,0.012,0,13,9,10
grief,hurt,0.018,0,13,5,10
grief,pain,0.121,0,13,5,10
grief,sad,0.255,0,13,2,10
grief,sorrow,0.303,0.027,13,4,10
grief,stricken,0.042,missing,13,12,10
grief,tears,0.024,0,13,7,10
grief,upset,0.024,0,13,5,10
grill,bar,0.027,0.034,10,9,12
grill,barbecue,0.259,0.1,10,3,12
grill,burn,0.02,0,10,8,12
grill,cheese,0.02,0,10,8,12
grill,chicken,0.061,0,10,6,12
grill,cook,0.068,0,10,6,12
grill,cookout,0.02,0.034,10,5,12
grill,food,0.061,0,10,3,12
grill,hamburger,0.224,0,10,5,12
grill,steak,0.075,0,10,5,12
grime,clean,0.027,0,10,6,0
grime,dirt,0.456,0.024,10,2,0
grime,filth,0.034,0.04,10,7,0
grime,grease,0.129,0.034,10,7,0
grime,green,0.014,0,10,6,0
grime,mildew,0.02,0.054,10,6,0
grime,mud,0.02,0,10,6,0
grime,scum,0.027,0,10,6,0
grime,slime,0.048,0,10,4,0
grime,tub,0.014,0,10,8,0
grind,bump,0.046,0.034,23,18,2
grind,chew,0.013,0,23,17,2
grind,chop,0.013,0.014,23,17,2
grind,churn,0.013,missing,23,19,2
grind,coffee,0.105,0,23,18,2
grind,crush,0.026,0,23,16,2
grind,dance,0.046,0,23,18,2
grind,gears,0.013,missing,23,19,2
grind,hard,0.013,0,23,15,2
grind,mash,0.013,0,23,16,2
grind,meat,0.02,0,23,17,2
grind,metal,0.02,0,23,17,2
grind,mill,0.026,0,23,18,2
grind,pepper,0.013,0,23,18,2
grind,pump,0.013,0,23,18,2
grind,rub,0.013,0,23,18,2
grind,sex,0.053,0,23,18,2
grind,shred,0.013,missing,23,19,2
grind,skateboard,0.013,missing,23,19,2
grind,smash,0.02,0,23,16,2
grind,stone,0.046,0,23,17,2
grind,teeth,0.112,0,23,17,2
grind,work,0.013,0,23,17,2
grip,arm,0.021,0,16,12,20
grip,bar,0.021,0,16,14,20
grip,clench,0.014,0.068,16,10,20
grip,fist,0.014,0,16,12,20
grip,glove,0.014,0,16,14,20
grip,grab,0.034,0,16,12,20
grip,grasp,0.021,0.027,16,7,20
grip,hand,0.103,0,16,9,20
grip,handle,0.062,0.055,16,11,20
grip,hard,0.041,0,16,14,20
grip,hold,0.253,0.027,16,8,20
grip,iron,0.014,0,16,13,20
grip,strong,0.048,0,16,12,20
grip,tape,0.014,0,16,15,20
grip,tight,0.13,0.014,16,12,20
grip,vice,0.014,0.115,16,15,20
grit,breakfast,0.073,0,17,14,1
grit,chalk,0.013,0,17,14,1
grit,coarse,0.013,missing,17,16,1
grit,corn,0.013,0,17,14,1
grit,courage,0.013,0,17,15,1
grit,dirt,0.167,0.012,17,12,1
grit,food,0.033,0,17,12,1
grit,gravel,0.013,0,17,13,1
grit,grime,0.047,0,17,14,1
grit,grind,0.047,0,17,14,1
grit,gross,0.02,0,17,14,1
grit,rough,0.027,0,17,15,1
grit,sand,0.06,0,17,13,1
grit,south,0.02,0,17,15,1
grit,teeth,0.093,0,17,13,1
grit,true,0.02,0,17,15,1
grit,white,0.013,0,17,13,1
grizzly,adams,0.027,missing,8,7,1
grizzly,bear,0.723,0.111,8,3,1
grizzly,beard,0.027,0,8,6,1
grizzly,big,0.021,0,8,5,1
grizzly,hairy,0.014,0,8,5,1
grizzly,mean,0.034,0,8,5,1
grizzly,murder,0.014,0,8,6,1
grizzly,scary,0.021,0,8,6,1
groceries,bag,0.041,0.055,11,6,2
groceries,eat,0.027,0,11,7,2
groceries,food,0.59,0,11,4,2
groceries,milk,0.021,0,11,7,2
groceries,money,0.021,0,11,6,2
groceries,publix,0.014,missing,11,9,2
groceries,shop,0.014,0,11,5,2
groceries,shopping,0.027,0,11,6,2
groceries,store,0.103,0.126,11,5,2
groceries,supermarket,0.014,0,11,4,2
groceries,supplies,0.021,missing,11,9,2
grocery,bag,0.039,0,9,5,9
grocery,bill,0.013,0,9,7,9
grocery,food,0.275,0,9,4,9
grocery,list,0.039,0,9,6,9
grocery,market,0.02,0,9,5,9
grocery,milk,0.013,0,9,7,9
grocery,publix,0.02,missing,9,8,9
grocery,shopping,0.098,0,9,5,9
grocery,store,0.425,0,9,5,9
groom,bride,0.62,0.865,11,8,5
groom,brush,0.038,0,11,8,5
groom,clean,0.011,0,11,9,5
groom,comb,0.011,0,11,8,5
groom,dog,0.082,0,11,9,5
groom,hair,0.043,0,11,8,5
groom,horse,0.022,0,11,9,5
groom,man,0.011,0,11,10,5
groom,marriage,0.016,0,11,8,5
groom,neat,0.016,0,11,9,5
groom,wedding,0.011,0,11,8,5
gross,anatomy,0.043,0,16,15,30
gross,disgusting,0.193,0.455,16,10,30
gross,food,0.014,0,16,13,30
gross,horror,0.014,0.014,16,15,30
gross,income,0.043,0,16,13,30
gross,large,0.043,0,16,14,30
gross,money,0.014,0,16,13,30
gross,nasty,0.057,0.131,16,12,30
gross,product,0.014,0,16,14,30
gross,salary,0.014,0,16,12,30
gross,sick,0.071,0,16,12,30
gross,slimy,0.014,0.117,16,15,30
gross,ugly,0.136,0.071,16,12,30
gross,vomit,0.014,0.046,16,12,30
gross,weight,0.021,0,16,15,30
gross,yuck,0.043,0.364,16,9,30
ground,air,0.018,0,14,12,186
ground,beef,0.079,0,14,13,186
ground,dirt,0.176,0.03,14,9,186
ground,earth,0.152,0.174,14,9,186
ground,floor,0.164,0.043,14,12,186
ground,grass,0.079,0,14,11,186
ground,hard,0.042,0,14,12,186
ground,hog,0.042,0,14,13,186
ground,low,0.012,0,14,13,186
ground,mash,0.012,0,14,13,186
ground,round,0.012,0,14,12,186
ground,sand,0.012,0,14,12,186
ground,sky,0.055,0.011,14,11,186
ground,soil,0.036,0.03,14,10,186
grounds,area,0.027,0,24,18,58
grounds,basis,0.027,missing,24,21,58
grounds,campus,0.041,0,24,19,58
grounds,coffee,0.027,0,24,20,58
grounds,dismissal,0.02,missing,24,21,58
grounds,divorce,0.02,0,24,20,58
grounds,earth,0.02,0,24,19,58
grounds,fair,0.02,0,24,20,58
grounds,floor,0.048,0,24,19,58
grounds,flowers,0.014,0,24,18,58
grounds,foundation,0.014,0,24,19,58
grounds,garden,0.02,0,24,18,58
grounds,grass,0.075,0,24,15,58
grounds,green,0.014,0,24,16,58
grounds,keeper,0.122,0.014,24,20,58
grounds,land,0.027,0,24,14,58
grounds,landscape,0.034,0,24,14,58
grounds,mansion,0.014,0,24,20,58
grounds,park,0.027,0,24,18,58
grounds,property,0.034,0,24,19,58
grounds,reasons,0.027,missing,24,21,58
grounds,rules,0.041,0,24,19,58
grounds,school,0.02,0,24,17,58
grounds,yard,0.02,0,24,16,58
group,band,0.014,0.021,23,20,390
group,bunch,0.034,0.199,23,17,390
group,class,0.054,0,23,17,390
group,clique,0.02,missing,23,22,390
group,concert,0.014,0,23,18,390
group,crowd,0.034,0.055,23,16,390
group,discussion,0.027,0.043,23,20,390
group,friends,0.061,0,23,18,390
group,gang,0.02,0.182,23,19,390
group,gathering,0.034,0.09,23,17,390
group,kids,0.014,0,23,21,390
group,large,0.034,0,23,20,390
group,many,0.014,0,23,17,390
group,meeting,0.027,0.041,23,17,390
group,party,0.014,0,23,17,390
group,people,0.243,0.034,23,13,390
group,project,0.014,0,23,21,390
group,session,0.034,0.014,23,18,390
group,set,0.014,0.057,23,21,390
group,sex,0.027,0,23,21,390
group,single,0.014,0,23,21,390
group,therapy,0.02,0.014,23,20,390
group,together,0.02,0,23,17,390
grove,apple,0.024,0,11,5,14
grove,bush,0.012,0,11,8,14
grove,coconut,0.012,missing,11,10,14
grove,ditch,0.018,0,11,9,14
grove,field,0.018,0,11,8,14
grove,group,0.012,0,11,9,14
grove,orange,0.436,0,11,6,14
grove,orchard,0.048,0.109,11,4,14
grove,park,0.018,0,11,8,14
grove,peach,0.012,0,11,6,14
grove,tree,0.194,0,11,3,14
grow,big,0.05,0,24,17,63
grow,build,0.017,0.022,24,20,63
grow,child,0.033,0,24,18,63
grow,die,0.011,0,24,18,63
grow,expand,0.017,missing,24,22,63
grow,fast,0.011,0,24,21,63
grow,flower,0.028,0,24,17,63
grow,garden,0.011,0,24,19,63
grow,height,0.028,0,24,20,63
grow,large,0.011,0,24,19,63
grow,life,0.011,0,24,19,63
grow,live,0.011,0,24,18,63
grow,mature,0.033,0,24,19,63
grow,old,0.056,0,24,19,63
grow,plant,0.072,0.106,24,17,63
grow,prosper,0.033,0.039,24,21,63
grow,rise,0.011,0,24,20,63
grow,shrink,0.05,0.068,24,20,63
grow,small,0.011,0,24,16,63
grow,strength,0.011,0,24,20,63
grow,stunt,0.011,missing,24,22,63
grow,tall,0.172,0,24,17,63
grow,tree,0.017,0,24,18,63
grow,up,0.089,0,24,19,63
grown,adult,0.121,0.027,16,11,43
grown,big,0.057,0,16,11,43
grown,child,0.014,0,16,8,43
grown,full,0.028,0,16,14,43
grown,height,0.028,0,16,13,43
grown,little,0.021,0,16,10,43
grown,man,0.014,0,16,10,43
grown,mature,0.043,0.118,16,9,43
grown,old,0.071,0,16,10,43
grown,plant,0.021,0,16,13,43
grown,shrunk,0.035,missing,16,15,43
grown,small,0.05,0,16,10,43
grown,tall,0.106,0,16,9,43
grown,tree,0.014,0,16,12,43
grown,up,0.135,0,16,14,43
grown,young,0.014,0,16,10,43
grown-ups,adults,0.576,0.048,7,0,3
grown-ups,big,0.013,0,7,5,3
grown-ups,children,0.073,0,7,3,3
grown-ups,kids,0.053,0,7,3,3
grown-ups,old,0.053,0,7,5,3
grown-ups,parents,0.119,0,7,2,3
grown-ups,people,0.026,0,7,4,3
growth,age,0.039,0,23,16,155
growth,baby,0.013,0,23,17,155
growth,big,0.033,0,23,15,155
growth,child,0.039,0,23,14,155
growth,decay,0.013,0,23,17,155
growth,development,0.033,0.204,23,17,155
growth,expansion,0.02,missing,23,19,155
growth,grow,0.013,0,23,7,155
growth,height,0.046,0,23,16,155
growth,hormone,0.033,missing,23,19,155
growth,kids,0.013,0,23,18,155
growth,mature,0.033,0,23,14,155
growth,old,0.013,0,23,14,155
growth,plant,0.059,0,23,16,155
growth,plate,0.013,0,23,18,155
growth,shrink,0.013,0,23,17,155
growth,spurt,0.078,missing,23,19,155
growth,stimulus,0.013,0,23,18,155
growth,strength,0.013,0,23,16,155
growth,stunt,0.072,missing,23,19,155
growth,tall,0.072,0,23,14,155
growth,tree,0.02,0,23,15,155
growth,up,0.013,0,23,17,155
guard,army,0.018,0,18,15,48
guard,bank,0.018,0,18,15,48
guard,cop,0.024,0,18,14,48
guard,defend,0.012,0,18,15,48
guard,dog,0.079,0,18,16,48
guard,gun,0.055,0,18,15,48
guard,life,0.042,0,18,17,48
guard,national,0.012,0.014,18,16,48
guard,police,0.079,0,18,13,48
guard,prison,0.024,0.02,18,17,48
guard,protect,0.139,0.11,18,12,48
guard,rail,0.012,0.014,18,17,48
guard,safe,0.042,0.014,18,13,48
guard,secure,0.012,0,18,13,48
guard,security,0.073,0.171,18,13,48
guard,soldier,0.018,0,18,15,48
guard,tackle,0.018,0,18,17,48
guard,watch,0.115,0.012,18,15,48
guardian,adult,0.014,0,6,1,9
guardian,angel,0.254,0,6,4,9
guardian,father,0.022,0,6,1,9
guardian,mother,0.051,0,6,1,9
guardian,parent,0.536,0.063,6,1,9
guardian,protector,0.022,missing,6,5,9
guess,answer,0.102,0,20,14,56
guess,chance,0.063,0.01,20,15,56
guess,choose,0.016,0,20,17,56
guess,don't know,0.016,missing,20,18,56
guess,estimate,0.016,0.472,20,17,56
guess,game,0.016,0,20,17,56
guess,hypothesis,0.031,0.286,20,15,56
guess,know,0.024,0,20,15,56
guess,maybe,0.016,0,20,14,56
guess,question,0.142,0,20,10,56
guess,test,0.024,0,20,14,56
guess,think,0.079,0,20,14,56
guess,try,0.039,0,20,14,56
guess,uncertain,0.024,missing,20,18,56
guess,unsure,0.016,0,20,15,56
guess,what,0.055,0,20,15,56
guess,who,0.071,0,20,15,56
guess,wonder,0.024,0,20,15,56
guess,work,0.031,0,20,16,56
guess,wrong,0.016,0,20,16,56
guest,company,0.032,0.062,13,10,39
guest,friend,0.197,0,13,7,39
guest,home,0.026,0,13,7,39
guest,host,0.132,0.079,13,11,39
guest,house,0.128,0,13,8,39
guest,person,0.013,0,13,9,39
guest,relative,0.051,0,13,8,39
guest,room,0.013,0,13,10,39
guest,speaker,0.038,0.021,13,10,39
guest,star,0.013,0,13,12,39
guest,stay,0.013,0,13,11,39
guest,visit,0.026,0,13,9,39
guest,visitor,0.164,0.365,13,8,39
guide,book,0.032,0,14,11,36
guide,dog,0.024,0,14,11,36
guide,follow,0.016,0,14,9,36
guide,help,0.032,0,14,11,36
guide,lead,0.183,0,14,9,36
guide,leader,0.048,0,14,10,36
guide,manual,0.016,missing,14,13,36
guide,map,0.04,0,14,12,36
guide,path,0.016,0,14,11,36
guide,show,0.079,0,14,11,36
guide,teacher,0.016,0,14,10,36
guide,television,0.016,0,14,11,36
guide,tour,0.206,0.104,14,11,36
guide,vacation,0.016,0,14,11,36
guilt,ashamed,0.035,0.034,19,15,33
guilt,bad,0.063,0,19,12,33
guilt,blame,0.014,0.027,19,15,33
guilt,conscience,0.056,0,19,16,33
guilt,court,0.028,0,19,17,33
guilt,fear,0.014,0,19,15,33
guilt,feeling,0.084,0.015,19,14,33
guilt,free,0.014,0,19,17,33
guilt,hurt,0.014,0,19,12,33
guilt,innocence,0.056,0,19,17,33
guilt,lie,0.021,0,19,14,33
guilt,none,0.014,0,19,17,33
guilt,pain,0.035,0,19,14,33
guilt,ridden,0.014,missing,19,18,33
guilt,scare,0.014,0,19,16,33
guilt,sin,0.014,0,19,14,33
guilt,sorry,0.063,0.068,19,14,33
guilt,trip,0.084,0,19,17,33
guilt,wrong,0.042,0,19,12,33
guilty,bad,0.02,0,18,9,29
guilty,blame,0.014,0.014,18,13,29
guilty,conscience,0.014,0.155,18,15,29
guilty,court,0.034,0,18,12,29
guilty,crime,0.027,0,18,12,29
guilty,defendant,0.014,missing,18,17,29
guilty,fault,0.014,0.027,18,13,29
guilty,fear,0.014,0,18,15,29
guilty,honest,0.027,0,18,15,29
guilty,innocent,0.399,0.457,18,13,29
guilty,jail,0.027,0,18,12,29
guilty,law,0.014,0,18,12,29
guilty,punish,0.02,0,18,13,29
guilty,sad,0.014,0,18,15,29
guilty,shame,0.014,0,18,12,29
guilty,sorry,0.02,0,18,12,29
guilty,verdict,0.014,0.176,18,14,29
guilty,wrong,0.081,0,18,9,29
guitar,band,0.02,0,16,6,19
guitar,banjo,0.034,0.384,16,6,19
guitar,drum,0.034,0.032,16,10,19
guitar,electric,0.014,0,16,13,19
guitar,flute,0.014,0,16,7,19
guitar,instrument,0.054,0.154,16,6,19
guitar,loud,0.014,0,16,12,19
guitar,music,0.203,0.02,16,4,19
guitar,piano,0.081,0.018,16,8,19
guitar,pick,0.02,0,16,12,19
guitar,play,0.047,0,16,7,19
guitar,player,0.034,0,16,10,19
guitar,singer,0.014,0,16,11,19
guitar,sold,0.014,missing,16,14,19
guitar,string,0.281,0.063,16,12,19
guitar,strum,0.02,missing,16,14,19
gull,beach,0.047,0,8,4,1
gull,bird,0.37,0,8,4,1
gull,fly,0.024,0,8,4,1
gull,freedom,0.016,0,8,6,1
gull,ocean,0.055,0,8,3,1
gull,sea,0.362,0,8,4,1
gull,seagull,0.024,0,8,2,1
gull,wings,0.024,0,8,5,1
gullible,airhead,0.013,missing,12,10,2
gullible,believe,0.033,0.013,12,9,2
gullible,blonde,0.02,0,12,8,2
gullible,dumb,0.093,0,12,5,2
gullible,easy,0.113,0,12,9,2
gullible,fool,0.02,0,12,7,2
gullible,innocent,0.013,0,12,8,2
gullible,mcfly,0.013,missing,12,10,2
gullible,me,0.04,0,12,9,2
gullible,naive,0.167,0.101,12,6,2
gullible,people,0.02,0,12,9,2
gullible,stupid,0.193,0,12,6,2
gully,alley,0.027,0,18,15,1
gully,boat,0.02,0,18,11,1
gully,bully,0.02,0,18,15,1
gully,canyon,0.014,0,18,12,1
gully,deep,0.014,0,18,11,1
gully,ditch,0.081,0.02,18,13,1
gully,fern,0.061,missing,18,16,1
gully,fish,0.02,0,18,12,1
gully,hole,0.054,0,18,12,1
gully,kitchen,0.02,0,18,15,1
gully,land,0.014,0,18,14,1
gully,river,0.041,0,18,11,1
gully,savanna,0.014,missing,18,16,1
gully,ship,0.02,0,18,13,1
gully,swamp,0.014,0,18,14,1
gully,valley,0.047,0,18,12,1
gully,war,0.014,0,18,15,1
gully,water,0.061,0,18,7,1
gulp,7-eleven,0.013,missing,12,10,2
gulp,big,0.086,0,12,9,2
gulp,chug,0.013,missing,12,10,2
gulp,drink,0.263,0,12,2,2
gulp,eat,0.013,0,12,7,2
gulp,sip,0.092,0.054,12,5,2
gulp,slurp,0.046,0.086,12,5,2
gulp,soda,0.013,0,12,5,2
gulp,swallow,0.283,0.079,12,2,2
gulp,thirsty,0.053,0,12,5,2
gulp,throat,0.013,0,12,8,2
gulp,water,0.013,0,12,6,2
gum,bubble,0.054,0.609,9,8,14
gum,candy,0.081,0.049,9,6,14
gum,chew,0.563,0.361,9,6,14
gum,mouth,0.02,0,9,5,14
gum,stick,0.02,0.044,9,6,14
gum,sticky,0.047,0.076,9,7,14
gum,taste,0.014,0,9,7,14
gum,teeth,0.047,0,9,6,14
gum,tree,0.02,0,9,7,14
gums,bleed,0.014,missing,9,7,4
gums,bubble,0.014,0,9,6,4
gums,candy,0.014,0,9,6,4
gums,chew,0.048,0,9,4,4
gums,gingivitis,0.021,missing,9,7,4
gums,mouth,0.096,0,9,4,4
gums,old,0.021,0,9,6,4
gums,pink,0.014,0,9,6,4
gums,teeth,0.705,0.083,9,4,4
gun,bad,0.012,0,18,14,118
gun,bang,0.042,0.276,18,12,118
gun,bullet,0.096,0.589,18,9,118
gun,dead,0.012,0,18,12,118
gun,death,0.018,0,18,13,118
gun,down,0.012,0,18,15,118
gun,fire,0.042,0,18,14,118
gun,hand,0.018,0,18,16,118
gun,holster,0.03,missing,18,17,118
gun,hurt,0.018,0,18,12,118
gun,kill,0.108,0.017,18,7,118
gun,pistol,0.06,0.774,18,10,118
gun,rifle,0.06,0.545,18,11,118
gun,shoot,0.241,0.417,18,6,118
gun,shot,0.042,0.31,18,10,118
gun,trigger,0.012,0.701,18,14,118
gun,violent,0.018,0.016,18,15,118
gun,weapon,0.024,0.592,18,14,118
guy,boy,0.094,0,8,0,51
guy,cute,0.02,0,8,3,51
guy,dude,0.013,missing,8,7,51
guy,gal,0.074,0.27,8,4,51
guy,girl,0.463,0.013,8,3,51
guy,hot,0.013,0,8,4,51
guy,male,0.02,0,8,4,51
guy,man,0.188,0,8,4,51
guys,boys,0.041,0.034,14,6,20
guys,cute,0.027,0,14,8,20
guys,dolls,0.027,missing,14,10,20
guys,dudes,0.014,missing,14,10,20
guys,football,0.02,0,14,9,20
guys,friends,0.027,0,14,7,20
guys,gals,0.095,missing,14,10,20
guys,girls,0.446,0.04,14,7,20
guys,group,0.014,0,14,6,20
guys,males,0.014,missing,14,10,20
guys,men,0.101,0.013,14,7,20
guys,party,0.014,0,14,7,20
guys,people,0.014,0,14,5,20
guys,women,0.014,0,14,6,20
gym,aerobics,0.02,0,17,11,2
gym,basketball,0.132,0,17,14,2
gym,class,0.026,0,17,14,2
gym,exercise,0.066,0.02,17,8,2
gym,floor,0.013,0,17,15,2
gym,gymnastics,0.013,0,17,13,2
gym,jock,0.013,0,17,13,2
gym,lift,0.013,0,17,13,2
gym,muscle,0.026,0.028,17,12,2
gym,pool,0.013,0,17,15,2
gym,shoes,0.013,0,17,15,2
gym,smelly,0.02,missing,17,16,2
gym,sports,0.033,0,17,13,2
gym,sweat,0.086,0,17,12,2
gym,weight,0.013,0,17,12,2
gym,weights,0.092,0.047,17,11,2
gym,workout,0.171,0.048,17,9,2
gymnast,acrobats,0.092,missing,19,12,1
gymnast,athlete,0.105,0,19,5,1
gymnast,athletic,0.066,0,19,7,1
gymnast,balance beam,0.039,missing,19,12,1
gymnast,exercise,0.02,0,19,9,1
gymnast,flexible,0.132,0,19,11,1
gymnast,flips,0.033,missing,19,12,1
gymnast,horse,0.013,0,19,11,1
gymnast,limber,0.039,missing,19,12,1
gymnast,mary lou,0.013,missing,19,12,1
gymnast,muscular,0.013,missing,19,12,1
gymnast,olympics,0.079,0,19,9,1
gymnast,physical,0.013,0,19,7,1
gymnast,rings,0.013,missing,19,12,1
gymnast,small,0.013,0,19,11,1
gymnast,split,0.013,0,19,11,1
gymnast,sports,0.013,0,19,8,1
gymnast,strong,0.046,0,19,8,1
gymnast,tumble,0.026,0,19,11,1
gymnastics,acrobat,0.02,0.045,21,8,11
gymnastics,acrobatics,0.02,missing,21,14,11
gymnastics,aerobics,0.04,0,21,10,11
gymnastics,athlete,0.02,0,21,9,11
gymnastics,bars,0.02,missing,21,14,11
gymnastics,exercise,0.04,0,21,11,11
gymnastics,flexible,0.086,0.041,21,12,11
gymnastics,flip,0.093,0.041,21,11,11
gymnastics,girl,0.02,0,21,13,11
gymnastics,jump,0.053,0,21,9,11
gymnastics,limber,0.02,missing,21,14,11
gymnastics,mary lou retton,0.013,missing,21,14,11
gymnastics,meet,0.02,0,21,13,11
gymnastics,muscular,0.013,missing,21,14,11
gymnastics,olympics,0.073,0.027,21,10,11
gymnastics,p.e.,0.013,missing,21,14,11
gymnastics,small,0.013,0,21,13,11
gymnastics,somersault,0.013,missing,21,14,11
gymnastics,sport,0.026,0.025,21,11,11
gymnastics,swing,0.013,0,21,13,11
gymnastics,tumble,0.106,0.028,21,13,11
habit,addict,0.014,0,17,12,23
habit,addiction,0.021,0.014,17,10,23
habit,always,0.014,0,17,10,23
habit,bad,0.152,0,17,10,23
habit,break,0.062,0,17,12,23
habit,coke,0.014,0,17,12,23
habit,continuous,0.014,missing,17,13,23
habit,daily,0.021,0,17,11,23
habit,forming,0.062,missing,17,13,23
habit,hobble,0.021,missing,17,13,23
habit,nails,0.034,0,17,12,23
habit,nun,0.034,0.041,17,12,23
habit,problem,0.021,0,17,11,23
habit,smoke,0.014,0,17,11,23
habit,smoking,0.124,0.014,17,10,23
habit,unstoppable,0.014,missing,17,13,23
habit,usual,0.021,0,17,11,23
hail,cab,0.041,0,11,10,10
hail,chief,0.014,0,11,10,10
hail,greet,0.027,0,11,10,10
hail,ice,0.061,0,11,9,10
hail,king,0.027,0,11,10,10
hail,mary,0.108,0,11,10,10
hail,praise,0.027,0,11,10,10
hail,rain,0.27,0.019,11,7,10
hail,snow,0.068,0.019,11,6,10
hail,storm,0.142,0,11,7,10
hail,weather,0.027,0,11,7,10
hair,black,0.027,0,19,14,148
hair,blonde,0.033,0.163,19,16,148
hair,brown,0.043,0.061,19,14,148
hair,brush,0.207,0.44,19,15,148
hair,color,0.011,0,19,15,148
hair,comb,0.152,0.315,19,16,148
hair,curl,0.011,missing,19,18,148
hair,cut,0.033,0.056,19,17,148
hair,dryer,0.011,0.204,19,17,148
hair,hat,0.022,0.06,19,15,148
hair,head,0.043,0.186,19,15,148
hair,lice,0.011,0.372,19,16,148
hair,long,0.103,0.078,19,17,148
hair,piece,0.016,0,19,17,148
hair,shampoo,0.027,0.288,19,16,148
hair,straight,0.011,0.014,19,17,148
hair,style,0.033,0.113,19,17,148
hair,teeth,0.011,0,19,16,148
hair,wash,0.022,0,19,16,148
haircut,bad,0.026,0,19,12,2
haircut,barber,0.033,missing,19,14,2
haircut,buzz,0.02,0.014,19,13,2
haircut,cheap,0.013,0,19,13,2
haircut,chop,0.02,0,19,13,2
haircut,hair,0.059,0,19,8,2
haircut,long,0.013,0,19,11,2
haircut,messy,0.013,0,19,13,2
haircut,needed,0.013,missing,19,14,2
haircut,no,0.026,0,19,12,2
haircut,perm,0.02,missing,19,14,2
haircut,salon,0.033,missing,19,14,2
haircut,scissors,0.105,0,19,12,2
haircut,shampoo,0.013,0,19,12,2
haircut,shave,0.026,0,19,12,2
haircut,short,0.158,0,19,12,2
haircut,style,0.046,0,19,12,2
haircut,supercuts,0.013,missing,19,14,2
haircut,trim,0.066,0,19,11,2
hairspray,aerosol,0.014,missing,19,16,0
hairspray,brush,0.014,0,19,13,0
hairspray,can,0.014,0,19,14,0
hairspray,comb,0.021,0,19,13,0
hairspray,gel,0.034,missing,19,16,0
hairspray,girl,0.014,0,19,14,0
hairspray,hair,0.117,0,19,10,0
hairspray,hard,0.028,0,19,14,0
hairspray,hold,0.041,0,19,15,0
hairspray,mousse,0.028,0.027,19,13,0
hairspray,movie,0.014,0,19,15,0
hairspray,ozone,0.034,0.014,19,14,0
hairspray,salon,0.014,missing,19,16,0
hairspray,shampoo,0.034,0,19,14,0
hairspray,smell,0.041,0,19,15,0
hairspray,spray,0.034,0.023,19,11,0
hairspray,sticky,0.241,0,19,15,0
hairspray,stiff,0.083,0.014,19,14,0
hairspray,woman,0.014,0,19,14,0
hairy,animal,0.016,0,25,16,5
hairy,ape,0.107,0.048,25,19,5
hairy,arms,0.04,0,25,22,5
hairy,back,0.024,0,25,22,5
hairy,bald,0.103,0.091,25,20,5
hairy,bear,0.032,0.015,25,17,5
hairy,beast,0.016,0,25,18,5
hairy,black,0.016,0,25,19,5
hairy,chest,0.048,0,25,21,5
