Cues,Targets,Forward Strength,Backward Strength,Cue Set Size,# Cue Competitors,Cue Frequency (K&F)
card,holiday,0.012,0,21,17,26
card,jack,0.012,0.013,21,17,26
card,king,0.012,0,21,17,26
card,letter,0.03,0,21,16,26
card,paper,0.042,0,21,17,26
card,play,0.036,0,21,16,26
card,playing,0.024,0,21,17,26
card,poker,0.061,0.414,21,16,26
card,post,0.012,0,21,17,26
card,shark,0.036,0,21,18,26
card,shuffle,0.012,missing,21,19,26
card,spade,0.012,0,21,17,26
card,table,0.018,0,21,17,26
card,trick,0.024,0,21,16,26
cardboard,blackboard,0.024,0,6,5,5
cardboard,box,0.559,0.092,6,4,5
cardboard,brown,0.016,0,6,5,5
cardboard,paper,0.22,0,6,4,5
cardboard,stiff,0.016,0,6,5,5
cardboard,table,0.016,0,6,5,5
cardinal,baseball,0.05,0,12,9,16
cardinal,bird,0.471,0,12,9,16
cardinal,bishop,0.05,0.039,12,6,16
cardinal,bluejay,0.014,0.069,12,8,16
cardinal,catholic,0.014,0,12,6,16
cardinal,church,0.057,0,12,5,16
cardinal,pope,0.036,0.01,12,6,16
cardinal,priest,0.029,0,12,5,16
cardinal,red,0.064,0,12,10,16
cardinal,rule,0.05,0,12,10,16
cardinal,sin,0.064,0,12,8,16
cardinal,st.louis,0.029,missing,12,11,16
cards,baseball,0.021,0,18,12,26
cards,birthday,0.096,0,18,13,26
cards,books,0.021,missing,18,14,26
cards,credit,0.014,0,18,12,26
cards,deck,0.068,0,18,13,26
cards,gamble,0.034,0.026,18,11,26
cards,game,0.11,0,18,9,26
cards,gin,0.014,0,18,12,26
cards,greeting,0.048,missing,18,14,26
cards,hallmark,0.027,missing,18,14,26
cards,letters,0.014,0.013,18,13,26
cards,money,0.014,0,18,11,26
cards,paper,0.021,0,18,13,26
cards,playing,0.075,0.061,18,12,26
cards,poker,0.144,0,18,11,26
cards,rummy,0.021,0.176,18,11,26
cards,send,0.014,0,18,13,26
cards,tarot,0.014,missing,18,14,26
care,aid,0.02,0,18,13,162
care,baby,0.014,0,18,16,162
care,caretaker,0.014,missing,18,17,162
care,concern,0.074,0.221,18,14,162
care,elderly,0.02,0,18,16,162
care,for,0.02,0,18,15,162
care,give,0.027,0,18,15,162
care,hate,0.02,0,18,14,162
care,help,0.074,0,18,12,162
care,hospital,0.02,0.02,18,11,162
care,kind,0.027,0,18,15,162
care,like,0.027,0.011,18,14,162
care,love,0.257,0.017,18,13,162
care,neglect,0.014,0.029,18,16,162
care,nurse,0.027,0,18,13,162
care,sick,0.02,0,18,15,162
care,sweet,0.014,0,18,15,162
care,unit,0.027,0,18,15,162
career,college,0.034,0,12,5,67
career,goal,0.025,0,12,11,67
career,job,0.546,0.016,12,7,67
career,life,0.017,0,12,10,67
career,money,0.05,0,12,7,67
career,occupation,0.017,0.034,12,7,67
career,profession,0.017,0.209,12,6,67
career,psychology,0.017,0,12,10,67
career,school,0.025,0,12,7,67
career,study,0.017,0,12,7,67
career,woman,0.05,0,12,11,67
career,work,0.034,0,12,4,67
careful,baby,0.015,0,14,10,62
careful,be,0.015,0.039,14,11,62
careful,careless,0.076,0.088,14,11,62
careful,cautious,0.394,0.513,14,10,62
careful,dangerous,0.015,0.023,14,9,62
careful,delicate,0.023,0,14,10,62
careful,driving,0.023,missing,14,12,62
careful,easy,0.03,0,14,10,62
careful,fall,0.015,0,14,11,62
careful,meticulous,0.015,0.078,14,11,62
careful,safe,0.053,0,14,8,62
careful,secure,0.015,0,14,10,62
careful,sly,0.015,0,14,11,62
careful,watchful,0.023,missing,14,12,62
careless,car,0.014,0,15,8,8
careless,carefree,0.054,missing,15,11,8
careless,careful,0.088,0.076,15,9,8
careless,carelessness,0.014,missing,15,11,8
careless,clumsy,0.041,0,15,7,8
careless,driver,0.095,0,15,8,8
careless,foolish,0.014,0,15,8,8
careless,forgetful,0.014,missing,15,11,8
careless,free,0.02,0,15,10,8
careless,messy,0.02,0,15,9,8
careless,mistake,0.027,0,15,10,8
careless,reckless,0.184,0.136,15,7,8
careless,sloppy,0.054,0,15,8,8
careless,stupid,0.014,0,15,8,8
careless,thoughtless,0.02,missing,15,11,8
caress,caring,0.013,0,17,13,1
caress,feel,0.066,0,17,9,1
caress,fondle,0.026,missing,17,16,1
caress,gentle,0.026,0.014,17,10,1
caress,hold,0.059,0,17,12,1
caress,hug,0.026,0.011,17,11,1
caress,kiss,0.02,0.013,17,10,1
caress,love,0.072,0,17,10,1
caress,massage,0.046,0,17,12,1
caress,nice,0.013,0,17,10,1
caress,pet,0.026,0,17,13,1
caress,rub,0.013,0.02,17,9,1
caress,soap,0.066,0,17,15,1
caress,soft,0.039,0,17,9,1
caress,soothe,0.02,0.027,17,11,1
caress,stroke,0.033,0.046,17,11,1
caress,touch,0.355,0,17,7,1
caring,baby,0.028,0,18,13,10
caring,child,0.042,0,18,11,10
caring,compassion,0.014,0.04,18,10,10
caring,concern,0.028,0,18,10,10
caring,feeling,0.014,0,18,12,10
caring,friend,0.021,0,18,6,10
caring,friendship,0.014,0.013,18,13,10
caring,help,0.014,0,18,12,10
caring,kind,0.056,0.034,18,10,10
caring,loving,0.493,0.37,18,10,10
caring,mother,0.021,0,18,10,10
caring,nice,0.014,0,18,6,10
caring,parent,0.028,0,18,11,10
caring,person,0.014,0,18,12,10
caring,sharing,0.014,missing,18,16,10
caring,thoughtful,0.014,missing,18,16,10
caring,understanding,0.014,0,18,11,10
caring,warm,0.014,0,18,13,10
carnival,carousel,0.02,missing,14,10,9
carnival,circus,0.079,0.044,14,6,9
carnival,clown,0.086,0,14,7,9
carnival,cotton candy,0.02,missing,14,10,9
carnival,cruise,0.026,0,14,8,9
carnival,fair,0.164,0.045,14,5,9
carnival,ferris wheel,0.013,missing,14,10,9
carnival,festival,0.053,0.182,14,6,9
carnival,fun,0.178,0,14,1,9
carnival,game,0.013,0,14,8,9
carnival,lights,0.013,missing,14,10,9
carnival,noise,0.013,0,14,9,9
carnival,party,0.033,0,14,7,9
carnival,ride,0.197,0,14,7,9
carpenter,ant,0.019,0,18,15,6
carpenter,build,0.058,0.011,18,13,6
carpenter,carpet,0.052,0,18,13,6
carpenter,dad,0.013,0,18,15,6
carpenter,hammer,0.13,0,18,13,6
carpenter,handyman,0.013,missing,18,16,6
carpenter,house,0.032,0,18,11,6
carpenter,jesus,0.013,0,18,15,6
carpenter,job,0.019,0,18,12,6
carpenter,karen,0.013,missing,18,16,6
carpenter,nails,0.091,0,18,14,6
carpenter,painter,0.013,0.013,18,13,6
carpenter,plumber,0.026,0.027,18,15,6
carpenter,rug,0.013,0,18,14,6
carpenter,tool,0.052,0,18,13,6
carpenter,wood,0.305,0,18,12,6
carpenter,work,0.039,0,18,12,6
carpenter,worker,0.019,0,18,14,6
carpet,bag,0.021,0,17,15,13
carpet,blue,0.021,0,17,13,13
carpet,clean,0.021,0,17,11,13
carpet,cleaner,0.055,0.02,17,12,13
carpet,floor,0.159,0.074,17,12,13
carpet,fresh,0.041,0,17,13,13
carpet,green,0.014,0,17,13,13
carpet,house,0.028,0,17,13,13
carpet,magic,0.028,0.014,17,15,13
carpet,plush,0.021,0.112,17,13,13
carpet,red,0.048,0,17,12,13
carpet,rug,0.248,0.468,17,10,13
carpet,shag,0.041,0.199,17,14,13
carpet,soft,0.062,0,17,12,13
carpet,tile,0.014,0.014,17,14,13
carpet,vacuum,0.014,0.028,17,12,13
carpet,wall-to-wall,0.014,missing,17,16,13
carriage,baby,0.187,0.013,13,8,11
carriage,buggy,0.098,0.122,13,5,11
carriage,car,0.021,0,13,6,11
carriage,carry,0.015,0,13,8,11
carriage,cart,0.046,0.029,13,5,11
carriage,chariot,0.015,missing,13,11,11
carriage,coach,0.036,0.024,13,7,11
carriage,horse,0.365,0,13,5,11
carriage,house,0.015,0,13,10,11
carriage,princess,0.01,0,13,10,11
carriage,ride,0.041,0,13,8,11
carriage,stroller,0.021,missing,13,11,11
carriage,wagon,0.021,0,13,6,11
carrot,apple,0.015,0,16,12,1
carrot,bunny,0.025,0,16,13,1
carrot,cake,0.02,0,16,14,1
carrot,celery,0.076,0.216,16,11,1
carrot,cucumber,0.015,0,16,11,1
carrot,eyesight,0.01,missing,16,15,1
carrot,horse,0.01,0,16,14,1
carrot,juice,0.02,0,16,11,1
carrot,orange,0.18,0,16,11,1
carrot,peas,0.02,0,16,13,1
carrot,rabbit,0.205,0.022,16,13,1
carrot,salad,0.025,0,16,10,1
carrot,stick,0.071,0,16,13,1
carrot,tomato,0.015,0,16,9,1
carrot,top,0.02,0,16,14,1
carrot,vegetables,0.152,0.117,16,9,1
carrots,bunny,0.073,0,12,10,4
carrots,celery,0.06,0,12,9,4
carrots,eat,0.013,0,12,7,4
carrots,eyes,0.027,0,12,11,4
carrots,food,0.067,0,12,3,4
carrots,garden,0.013,0,12,9,4
carrots,good,0.013,0,12,10,4
carrots,orange,0.127,0,12,11,4
carrots,peas,0.107,0.101,12,7,4
carrots,rabbit,0.2,0,12,9,4
carrots,salad,0.013,0,12,7,4
carrots,vegetable,0.167,0,12,7,4
carry,baby,0.021,0,19,16,88
carry,bag,0.041,0.039,19,14,88
carry,book,0.034,0,19,15,88
carry,bring,0.014,0.137,19,14,88
carry,cash,0.014,0,19,17,88
carry,deliver,0.014,0.017,19,14,88
carry,drop,0.158,0,19,14,88
carry,groceries,0.014,0,19,16,88
carry,haul,0.014,0.226,19,13,88
carry,heavy,0.055,0,19,14,88
carry,help,0.014,0,19,17,88
carry,hold,0.164,0.02,19,14,88
carry,lift,0.062,0.089,19,11,88
carry,load,0.034,0.041,19,14,88
carry,out,0.027,0,19,15,88
carry,purse,0.021,0,19,15,88
carry,set down,0.014,missing,19,18,88
carry,take,0.034,0,19,13,88
carry,tote,0.055,0.311,19,14,88
cart,apple,0.014,0,16,15,9
cart,basket,0.029,0,16,14,9
cart,car,0.029,0,16,12,9
cart,carriage,0.029,0.046,16,11,9
cart,carry,0.029,0,16,11,9
cart,go,0.057,0,16,15,9
cart,golf,0.036,0.02,16,15,9
cart,groceries,0.071,0,16,12,9
cart,horse,0.064,0,16,13,9
cart,pull,0.021,0,16,14,9
cart,push,0.029,0.011,16,14,9
cart,shopping,0.107,0.036,16,14,9
cart,supermarket,0.029,0,16,14,9
cart,tray,0.021,0,16,14,9
cart,wagon,0.121,0.088,16,11,9
cart,wheel,0.079,0,16,13,9
carton,box,0.372,0.031,7,3,1
carton,can,0.021,0,7,5,1
carton,cardboard,0.021,0,7,5,1
carton,cigarette,0.106,0,7,6,1
carton,container,0.021,0,7,4,1
carton,milk,0.277,0,7,6,1
carton,pack,0.021,0,7,5,1
cartoon,animation,0.053,missing,17,7,3
cartoon,bugs bunny,0.132,missing,17,7,3
cartoon,calvin,0.013,missing,17,7,3
cartoon,caricature,0.013,missing,17,7,3
cartoon,character,0.197,0.04,17,5,3
cartoon,color,0.026,0,17,5,3
cartoon,comics,0.039,missing,17,7,3
cartoon,drawing,0.02,0,17,4,3
cartoon,flintstones,0.02,missing,17,7,3
cartoon,funnies,0.013,missing,17,7,3
cartoon,funny,0.039,0,17,4,3
cartoon,laugh,0.013,0,17,5,3
cartoon,mickey mouse,0.066,missing,17,7,3
cartoon,picture,0.013,0,17,4,3
cartoon,ren & stimpy,0.013,missing,17,7,3
cartoon,television,0.059,0,17,5,3
cartoon,tom & jerry,0.033,missing,17,7,3
case,bag,0.01,0,22,18,362
case,beer,0.01,0,22,21,362
case,book,0.01,0,22,16,362
case,box,0.071,0,22,19,362
case,briefcase,0.092,0,22,18,362
case,closed,0.015,0,22,21,362
case,court,0.133,0.021,22,18,362
case,doctor,0.01,0,22,20,362
case,file,0.015,0,22,21,362
case,history,0.031,0,22,18,362
case,law,0.051,0,22,18,362
case,lawyer,0.051,0.014,22,16,362
case,number,0.01,0,22,21,362
case,point,0.01,0,22,21,362
case,problem,0.015,0,22,20,362
case,report,0.031,0,22,20,362
case,situation,0.015,0,22,20,362
case,story,0.01,0,22,19,362
case,study,0.097,0,22,18,362
case,subject,0.01,0,22,19,362
case,suitcase,0.056,0,22,18,362
case,trial,0.026,0.076,22,18,362
cash,change,0.019,0,4,1,36
cash,check,0.013,0.1,4,2,36
cash,dollar,0.045,0,4,1,36
cash,money,0.814,0.212,4,0,36
cashew,almond,0.02,0,6,3,1
cashew,food,0.013,0,6,3,1
cashew,hut,0.013,0,6,5,1
cashew,nut,0.745,0.048,6,2,1
cashew,peanut,0.15,0.014,6,2,1
cashew,salt,0.02,0,6,3,1
cashier,clerk,0.088,0.04,9,3,0
cashier,grocery,0.061,0,9,6,0
cashier,money,0.486,0,9,4,0
cashier,person,0.014,0,9,5,0
cashier,publix,0.027,missing,9,8,0
cashier,register,0.027,0.013,9,5,0
cashier,sales,0.014,0,9,3,0
cashier,store,0.142,0,9,4,0
cashier,work,0.027,0,9,6,0
casket,basket,0.023,0,8,7,1
casket,box,0.038,0,8,7,1
casket,burial,0.031,0,8,3,1
casket,coffin,0.1,0,8,4,1
casket,corpse,0.015,0,8,5,1
casket,dead,0.3,0,8,3,1
casket,death,0.354,0,8,3,1
casket,funeral,0.031,0.014,8,4,1
cast,act,0.014,0,20,14,43
cast,actor,0.054,0,20,13,43
cast,arm,0.034,0,20,14,43
cast,bone,0.014,0,20,14,43
cast,break,0.027,0,20,16,43
cast,broken,0.088,0,20,14,43
cast,characters,0.014,missing,20,19,43
cast,crew,0.074,0.013,20,17,43
cast,drama,0.014,0,20,15,43
cast,fish,0.014,0,20,16,43
cast,fishing,0.02,0,20,16,43
cast,leg,0.047,0,20,15,43
cast,movie,0.027,0,20,15,43
cast,out,0.014,0,20,17,43
cast,plaster,0.014,0.047,20,18,43
cast,play,0.155,0,20,14,43
cast,pole,0.014,0,20,16,43
cast,show,0.02,0,20,15,43
cast,spell,0.014,0,20,18,43
cast,throw,0.088,0,20,17,43
castle,england,0.025,0,16,11,7
castle,fortress,0.017,missing,16,15,7
castle,home,0.059,0,16,10,7
castle,house,0.059,0,16,10,7
castle,king,0.126,0,16,8,7
castle,kingdom,0.017,0.048,16,10,7
castle,knight,0.017,0.013,16,13,7
castle,mansion,0.042,0.029,16,10,7
castle,moat,0.084,0.32,16,13,7
castle,old,0.017,0,16,13,7
castle,palace,0.025,0.258,16,7,7
castle,prince,0.017,0.013,16,10,7
castle,princess,0.042,0.022,16,11,7
castle,queen,0.017,0,16,8,7
castle,sand,0.16,0.039,16,14,7
castle,tower,0.017,0.047,16,14,7
casual,attire,0.014,0.013,20,13,22
casual,calm,0.027,0,20,14,22
casual,clothes,0.095,0,20,12,22
casual,comfortable,0.054,0,20,14,22
casual,cool,0.014,0,20,13,22
casual,corner,0.02,0,20,16,22
casual,dress,0.143,0,20,13,22
casual,dressy,0.027,missing,20,17,22
casual,easy,0.027,0,20,14,22
casual,formal,0.122,0.027,20,14,22
casual,informal,0.027,missing,20,17,22
casual,intimate,0.014,0,20,15,22
casual,jeans,0.061,0.027,20,14,22
casual,laid back,0.02,missing,20,17,22
casual,normal,0.014,0,20,15,22
casual,relaxed,0.068,0,20,12,22
casual,sex,0.014,0,20,15,22
casual,shorts,0.014,0,20,13,22
casual,social,0.014,0,20,16,22
casual,usual,0.014,0.021,20,15,22
cat,dog,0.513,0.667,3,2,23
cat,kitten,0.16,0.789,3,2,23
cat,mouse,0.256,0.543,3,2,23
catastrophe,accident,0.014,0,19,11,11
catastrophe,awful,0.02,0,19,14,11
catastrophe,bad,0.02,0,19,13,11
catastrophe,chaos,0.014,0,19,15,11
catastrophe,crash,0.014,0,19,16,11
catastrophe,danger,0.02,0,19,12,11
catastrophe,death,0.027,0,19,12,11
catastrophe,destruction,0.02,0,19,12,11
catastrophe,disaster,0.306,0.095,19,6,11
catastrophe,earthquake,0.075,0,19,13,11
catastrophe,emergency,0.014,0,19,14,11
catastrophe,explosion,0.014,0,19,17,11
catastrophe,hell,0.014,0,19,17,11
catastrophe,hurricane,0.034,0,19,14,11
catastrophe,mess,0.075,0,19,16,11
catastrophe,problem,0.027,0,19,15,11
catastrophe,space,0.014,0,19,18,11
catastrophe,tornado,0.027,0,19,14,11
catastrophe,tragedy,0.02,0.014,19,13,11
catch,22,0.041,missing,19,17,43
catch,ball,0.155,0,19,12,43
catch,baseball,0.014,0,19,13,43
catch,capture,0.014,0.065,19,13,43
catch,caught,0.02,missing,19,17,43
catch,cold,0.041,0,19,15,43
catch,drop,0.074,0,19,11,43
catch,fall,0.027,0.013,19,13,43
catch,find,0.014,0,19,15,43
catch,fish,0.162,0.018,19,16,43
catch,free,0.014,0,19,13,43
catch,glove,0.014,0.012,19,14,43
catch,grab,0.014,0,19,14,43
catch,hold,0.034,0,19,12,43
catch,lose,0.027,0,19,14,43
catch,miss,0.02,0.036,19,15,43
catch,receive,0.034,0.021,19,16,43
catch,release,0.014,0,19,11,43
catch,throw,0.162,0.234,19,13,43
catcher,ball,0.027,0,10,3,17
catcher,baseball,0.293,0,10,2,17
catcher,dog,0.127,0,10,8,17
catcher,glove,0.013,0,10,5,17
catcher,mitt,0.08,missing,10,9,17
catcher,pitcher,0.213,0.088,10,5,17
catcher,player,0.013,0,10,5,17
catcher,rye,0.1,0,10,8,17
catcher,softball,0.02,0,10,4,17
catcher,umpire,0.013,0,10,6,17
caterpillar,bug,0.209,0,10,3,1
caterpillar,butterfly,0.358,0.097,10,5,1
caterpillar,centipede,0.027,missing,10,9,1
caterpillar,crawl,0.034,0,10,5,1
caterpillar,fuzzy,0.041,0,10,8,1
caterpillar,insect,0.061,0,10,4,1
caterpillar,legs,0.014,0,10,7,1
caterpillar,moth,0.014,0,10,5,1
caterpillar,tractor,0.034,0,10,8,1
caterpillar,worm,0.074,0.012,10,5,1
cathedral,building,0.013,0,9,8,8
cathedral,catholic,0.053,0,9,5,8
cathedral,ceiling,0.046,0,9,8,8
cathedral,church,0.717,0.016,9,4,8
cathedral,glass,0.013,0,9,8,8
cathedral,god,0.013,0,9,6,8
cathedral,religion,0.013,0,9,5,8
cathedral,roman,0.013,0,9,7,8
cathedral,steeple,0.02,0,9,7,8
catholic,baptist,0.014,0.098,16,7,84
catholic,christian,0.034,0.1,16,5,84
catholic,church,0.176,0.016,16,3,84
catholic,cross,0.02,0,16,7,84
catholic,holy,0.014,0,16,7,84
catholic,jewish,0.095,0.066,16,9,84
catholic,lutheran,0.014,missing,16,14,84
catholic,nun,0.027,0.048,16,8,84
catholic,pope,0.027,0.279,16,9,84
catholic,priest,0.061,0.028,16,6,84
catholic,protestant,0.041,0.272,16,9,84
catholic,religion,0.25,0.162,16,6,84
catholic,religious,0.027,0.035,16,4,84
catholic,roman,0.02,0.094,16,13,84
catholic,school,0.02,0,16,13,84
catholic,universal,0.014,missing,16,14,84
cattle,beef,0.041,0.036,14,10,97
cattle,bull,0.014,0.012,14,11,97
cattle,call,0.014,0,14,12,97
cattle,cow,0.439,0,14,3,97
cattle,farm,0.061,0,14,9,97
cattle,food,0.034,0,14,10,97
cattle,graze,0.027,0.013,14,10,97
cattle,herd,0.074,0,14,10,97
cattle,horse,0.02,0,14,8,97
cattle,meat,0.034,0,14,8,97
cattle,mushroom,0.014,0,14,11,97
cattle,prod,0.02,missing,14,13,97
cattle,ranch,0.027,0.126,14,9,97
cattle,sheep,0.047,0,14,9,97
cauliflower,beans,0.013,0,10,8,1
cauliflower,broccoli,0.342,0.088,10,4,1
cauliflower,cabbage,0.02,0,10,5,1
cauliflower,cheese,0.013,0,10,8,1
cauliflower,food,0.039,0,10,3,1
cauliflower,gross,0.039,0,10,6,1
cauliflower,lettuce,0.013,0,10,7,1
cauliflower,nasty,0.013,0,10,7,1
cauliflower,vegetable,0.303,0,10,6,1
cauliflower,white,0.066,0,10,8,1
cause,accident,0.017,0,19,13,130
cause,be,0.011,0,19,15,130
cause,because,0.017,0,19,14,130
cause,create,0.011,0,19,16,130
cause,effect,0.356,0.349,19,14,130
cause,fault,0.022,0,19,14,130
cause,fight,0.011,0,19,16,130
cause,force,0.011,0,19,16,130
cause,good,0.011,0,19,15,130
cause,happen,0.056,0,19,15,130
cause,help,0.011,0,19,15,130
cause,make,0.022,0,19,14,130
cause,problem,0.011,0,19,13,130
cause,purpose,0.017,0.041,19,14,130
cause,reason,0.133,0.025,19,11,130
cause,rebel,0.011,0.062,19,16,130
cause,way,0.011,0,19,17,130
cause,why,0.033,0,19,14,130
cause,worthy,0.011,missing,19,18,130
caution,beware,0.104,0.144,14,10,19
caution,care,0.035,0,14,13,19
caution,careful,0.132,0,14,9,19
caution,construction,0.014,0,14,13,19
caution,danger,0.174,0.041,14,8,19
caution,orange,0.014,0,14,12,19
caution,safety,0.014,0.064,14,11,19
caution,sign,0.049,0,14,9,19
caution,slow,0.056,0,14,11,19
caution,stop,0.056,0,14,9,19
caution,warning,0.042,0.075,14,9,19
caution,wind,0.035,0,14,13,19
caution,yellow,0.09,0,14,11,19
caution,yield,0.014,0.02,14,8,19
cautious,aware,0.027,0.014,12,8,10
cautious,beware,0.013,0,12,7,10
cautious,careful,0.513,0.394,12,6,10
cautious,condom,0.013,0,12,10,10
cautious,danger,0.053,0,12,6,10
cautious,driver,0.013,0,12,10,10
cautious,safe,0.02,0,12,6,10
cautious,scared,0.013,0,12,7,10
cautious,sign,0.013,0,12,10,10
cautious,slow,0.027,0,12,11,10
cautious,wary,0.033,0.126,12,9,10
cautious,yellow,0.027,0,12,10,10
cave,bat,0.058,0.126,11,8,9
cave,bear,0.032,0.015,11,9,9
cave,cavern,0.045,0.525,11,5,9
cave,dark,0.321,0,11,6,9
cave,hole,0.154,0,11,6,9
cave,house,0.013,0,11,10,9
cave,man,0.09,0,11,9,9
cave,mountain,0.045,0,11,7,9
cave,opening,0.026,0,11,9,9
cave,rock,0.064,0,11,9,9
cave,underground,0.019,0,11,8,9
cavern,bat,0.014,0,11,8,1
cavern,cabin,0.029,0,11,8,1
cavern,cave,0.525,0.045,11,5,1
cavern,cold,0.014,0,11,9,1
cavern,dark,0.137,0,11,5,1
cavern,hole,0.014,0,11,7,1
cavern,mountain,0.022,0,11,7,1
cavern,mystery,0.014,0,11,10,1
cavern,tavern,0.014,0,11,10,1
cavern,tunnel,0.014,0,11,6,1
cavern,wood,0.014,0,11,9,1
cavity,cave,0.014,0,9,6,12
cavity,crater,0.014,0,9,6,12
cavity,decay,0.058,0,9,6,12
cavity,dentist,0.065,0.02,9,5,12
cavity,filling,0.029,missing,9,8,12
cavity,hole,0.109,0,9,5,12
cavity,ouch,0.014,0,9,6,12
cavity,pain,0.029,0,9,5,12
cavity,tooth,0.543,0.043,9,5,12
ceiling,fan,0.173,0.027,10,9,31
ceiling,floor,0.218,0.16,10,7,31
ceiling,high,0.056,0,10,7,31
ceiling,light,0.01,0,10,8,31
ceiling,plaster,0.01,0.034,10,7,31
ceiling,roof,0.35,0.173,10,6,31
ceiling,top,0.036,0,10,6,31
ceiling,up,0.015,0,10,7,31
ceiling,wall,0.041,0.077,10,6,31
ceiling,white,0.025,0,10,7,31
celebrate,beer,0.014,0,10,6,4
celebrate,birthday,0.13,0.02,10,4,4
celebrate,fun,0.034,0,10,2,4
celebrate,happy,0.034,0,10,3,4
celebrate,holiday,0.021,0,10,6,4
celebrate,joy,0.014,0,10,5,4
celebrate,occasion,0.014,missing,10,9,4
celebrate,party,0.603,0,10,2,4
celebrate,rejoice,0.014,0.078,10,5,4
celebrate,surprise,0.014,0,10,5,4
celebration,beer,0.013,0,8,4,15
celebration,birthday,0.072,0.02,8,3,15
celebration,fireworks,0.013,missing,8,7,15
celebration,fun,0.02,0,8,0,15
celebration,happy,0.039,0,8,3,15
celebration,holiday,0.02,0.022,8,4,15
celebration,joy,0.013,0,8,4,15
celebration,party,0.658,0,8,2,15
celery,carrot,0.216,0.076,12,7,4
celery,crunchy,0.034,0,12,9,4
celery,diet,0.034,0,12,9,4
celery,food,0.041,0,12,5,4
celery,green,0.068,0,12,8,4
celery,lettuce,0.041,0,12,6,4
celery,peanut butter,0.041,0,12,9,4
celery,salad,0.014,0,12,4,4
celery,stalk,0.115,0.046,12,10,4
celery,stick,0.095,0,12,9,4
celery,tuna,0.02,0,12,10,4
celery,vegetables,0.169,0,12,6,4
cell,bars,0.021,missing,16,14,65
cell,biology,0.093,0.02,16,11,65
cell,block,0.079,0.013,16,12,65
cell,blood,0.086,0.011,16,12,65
cell,body,0.071,0,16,12,65
cell,brain,0.014,0.028,16,11,65
cell,inmate,0.014,0.055,16,10,65
cell,jail,0.243,0.071,16,11,65
cell,life,0.021,0,16,11,65
cell,molecule,0.014,0.047,16,12,65
cell,nucleus,0.029,0.105,16,12,65
cell,organ,0.029,0,16,11,65
cell,organism,0.021,missing,16,14,65
cell,prison,0.064,0.101,16,10,65
cell,room,0.014,0,16,11,65
cell,wall,0.021,0,16,10,65
cellar,attic,0.047,0.04,10,6,26
cellar,basement,0.287,0.071,10,4,26
cellar,cold,0.027,0,10,7,26
cellar,dark,0.04,0,10,4,26
cellar,door,0.113,0,10,9,26
cellar,dungeon,0.027,0.04,10,7,26
cellar,phone,0.06,0,10,9,26
cellar,rat,0.013,0,10,9,26
cellar,scary,0.027,0,10,6,26
cellar,wine,0.133,0.011,10,9,26
cello,band,0.02,0,13,7,0
cello,bass,0.04,0.014,13,8,0
cello,big,0.013,0,13,11,0
cello,horn,0.013,0,13,9,0
cello,instrument,0.154,0,13,3,0
cello,jello,0.013,0,13,11,0
cello,music,0.134,0,13,3,0
cello,orchestra,0.087,0,13,6,0
cello,phone,0.013,0,13,11,0
cello,play,0.02,0,13,6,0
cello,strings,0.013,missing,13,12,0
cello,viola,0.013,0.02,13,6,0
cello,violin,0.235,0.071,13,5,0
celsius,cold,0.039,0,7,1,0
celsius,degrees,0.182,missing,7,5,0
celsius,fahrenheit,0.318,missing,7,5,0
celsius,heat,0.013,0,7,2,0
celsius,science,0.013,0,7,4,0
celsius,temperature,0.331,0.016,7,1,0
celsius,thermometer,0.032,0,7,2,0
cement,block,0.032,0.073,12,7,11
cement,brick,0.032,0.026,12,6,11
cement,concrete,0.085,0.103,12,7,11
cement,construction,0.032,0,12,10,11
cement,glue,0.074,0,12,11,11
cement,hard,0.213,0,12,7,11
cement,house,0.043,0,12,8,11
cement,mix,0.032,0,12,11,11
cement,rock,0.032,0,12,6,11
cement,sidewalk,0.138,0.064,12,10,11
cement,stone,0.021,0,12,8,11
cement,wet,0.053,0,12,11,11
cemetery,burial,0.021,0.071,11,3,15
cemetery,dead,0.208,0.015,11,4,15
cemetery,death,0.333,0,11,4,15
cemetery,die,0.021,0,11,5,15
cemetery,even,0.021,0,11,9,15
cemetery,grave,0.146,0.022,11,3,15
cemetery,graveyard,0.021,missing,11,10,15
cemetery,plot,0.014,0,11,8,15
cemetery,scary,0.014,0,11,9,15
cemetery,tomb,0.021,0.016,11,5,15
cemetery,tombstone,0.028,0.033,11,6,15
cent,change,0.043,0,7,3,181
cent,coin,0.014,0,7,1,181
cent,dime,0.036,0,7,2,181
cent,dollar,0.107,0,7,1,181
cent,money,0.214,0,7,1,181
cent,one,0.029,0,7,6,181
cent,penny,0.486,0,7,2,181
center,attention,0.02,0,11,10,224
center,basketball,0.02,0,11,9,224
