CUE,TARGET, FSG, BSG, QSS, TSS
ACTOR,ROLE,0.014, NA,14, NA
ACTOR,STAR,0.014,0,14,16
ACTOR,THEATER,0.014,0.034,14,15
ACTRESS,ACTOR,0.507,0.578,11,14
ACTRESS,MOVIE,0.066,0,11,21
ACTRESS,WOMAN,0.053,0,11,7
ACTRESS,STAR,0.046,0,11,16
ACTRESS,FAME,0.039,0,11,13
ACTRESS,TELEVISION,0.026,0,11,19
ACTRESS,GIRL,0.02,0,11,8
ACTRESS,ACT,0.013,0,11,16
ACTRESS,BEAUTY,0.013,0,11,17
ACTRESS,MODEL,0.013,0,11,20
ACTRESS,PRETTY,0.013,0,11,11
AD,NEWSPAPER,0.252,0.03,19,23
AD,COMMERCIAL,0.079,0,19,10
AD,PAPER,0.079,0,19,15
AD,SUBTRACT,0.079,0,19,6
AD,DROP,0.04,0,19,16
AD,MAGAZINE,0.04,0,19,13
AD,SELL,0.033,0,19,14
AD,CAMPAIGN,0.026,0,19,15
AD,CLASSIFIED,0.026, NA,19, NA
AD,TELEVISION,0.026,0,19,19
AD,BUSINESS,0.02,0,19,21
AD,COLUMN,0.02,0,19,17
AD,ADVERTISE,0.013, NA,19, NA
AD,ADVERTISEMENT,0.013,0.02,19,18
AD,GONE,0.013,0,19,20
AD,MESSAGE,0.013,0,19,16
AD,MONEY,0.013,0,19,19
AD,NEWS,0.013,0,19,20
AD,SALE,0.013,0,19,17
ADD,SUBTRACT,0.685,0.692,11,6
ADD,PLUS,0.094,0.157,11,4
ADD,MULTIPLY,0.05,0.116,11,11
ADD,MINUS,0.022,0.034,11,10
ADD,INCREASE,0.017,0.041,11,11
ADD,MATH,0.017,0.042,11,19
ADD,SUM,0.017,0.284,11,11
ADD,DROP,0.011,0.08,11,16
ADD,JOIN,0.011,0,11,20
ADD,MORE,0.011,0,11,9
ADD,NUMBERS,0.011,0.014,11,15
ADDICT,DRUGS,0.691,0.028,9,28
ADDICT,COCAINE,0.04,0.02,9,17
ADDICT,HEROIN,0.034,0.02,9,13
ADDICT,HOOKED,0.027,0.014,9,19
ADDICT,ALCOHOL,0.02,0,9,12
ADDICT,CRAZY,0.02,0,9,16
ADDICT,NEED,0.02,0,9,8
ADDICT,DEPENDENT,0.013,0,9,12
ADDICT,HELPLESS,0.013, NA,9, NA
ADDICTION,DRUG,0.664,0.034,8,20
ADDICTION,COCAINE,0.055,0.02,8,17
ADDICTION,NEED,0.055,0,8,8
ADDICTION,PROBLEM,0.041,0,8,13
ADDICTION,JANE'S,0.034, NA,8, NA
ADDICTION,CRACK,0.021,0,8,15
ADDICTION,BAD,0.014,0,8,9
ADDICTION,HABIT,0.014,0.021,8,17
ADDITION,SUBTRACTION,0.621,0.507,8,7
ADDITION,MATH,0.124,0,8,19
ADDITION,PLUS,0.078,0,8,4
ADDITION,MORE,0.039,0,8,9
ADDITION,ADD,0.026,0,8,11
ADDITION,ALSO,0.013, NA,8, NA
ADDITION,EXTRA,0.013,0,8,18
ADDITION,NUMBERS,0.013,0,8,15
ADDRESS,HOME,0.273,0,16,15
ADDRESS,PHONE,0.133,0,16,10
ADDRESS,HOUSE,0.093,0,16,13
ADDRESS,STREET,0.087,0,16,15
ADDRESS,BOOK,0.073,0,16,15
ADDRESS,MAIL,0.04,0,16,15
ADDRESS,NAME,0.027,0.049,16,20
ADDRESS,LETTER,0.02,0,16,15
ADDRESS,NUMBER,0.02,0.014,16,17
ADDRESS,RESIDENCE,0.02, NA,16, NA
ADDRESS,ZIPCODE,0.02, NA,16, NA
ADDRESS,CITY,0.013,0,16,18
ADDRESS,LIVE,0.013,0,16,18
ADDRESS,MINE,0.013,0,16,11
ADDRESS,NEWYORK,0.013,0,16,15
ADDRESS,TALK,0.013,0,16,18
ADJECTIVE,NOUN,0.333,0.038,11,7
ADJECTIVE,VERB,0.181,0.027,11,10
ADJECTIVE,ADVERB,0.152,0.274,11,12
ADJECTIVE,DESCRIBE,0.051,0,11,12
ADJECTIVE,ENGLISH,0.043,0,11,16
ADJECTIVE,OBJECTIVE,0.029,0,11,16
ADJECTIVE,PRONOUN,0.022,0.059,11,13
ADJECTIVE,BLUE,0.014,0,11,14
ADJECTIVE,LEARN,0.014,0,11,19
ADJECTIVE,SUBJECTIVE,0.014,0.014,11,8
ADJECTIVE,WORD,0.014,0,11,20
ADJOURN,LEAVE,0.201,0,16,18
ADJOURN,END,0.141,0,16,8
ADJOURN,COURT,0.081,0,16,17
ADJOURN,MEETING,0.067,0.048,16,13
ADJOURN,DISMISS,0.06,0,16,14
ADJOURN,STOP,0.047,0,16,8
ADJOURN,FINISH,0.04,0,16,8
ADJOURN,CLOSE,0.027,0,16,9
ADJOURN,OVER,0.027,0,16,11
ADJOURN,QUIT,0.02,0,16,17
ADJOURN,RECESS,0.02, NA,16, NA
ADJOURN,GO,0.013,0,16,14
ADJOURN,JOIN,0.013,0,16,20
ADJOURN,JUDGE,0.013,0,16,17
ADJOURN,NEXT,0.013, NA,16, NA
ADJOURN,START,0.013,0,16,10
ADJUSTMENT,CHANGE,0.209,0,14,15
ADJUSTMENT,FIX,0.196,0,14,9
ADJUSTMENT,MOVE,0.061,0,14,27
ADJUSTMENT,ALTER,0.041,0,14,4
ADJUSTMENT,BELT,0.02,0,14,11
ADJUSTMENT,BRA,0.02,0,14,15
ADJUSTMENT,CHIROPRACTOR,0.02, NA,14, NA
ADJUSTMENT,CORRECTION,0.02, NA,14, NA
ADJUSTMENT,ARRANGE,0.014, NA,14, NA
ADJUSTMENT,CAR,0.014,0,14,25
ADJUSTMENT,COMPROMISE,0.014, NA,14, NA
ADJUSTMENT,KNOB,0.014,0,14,6
ADJUSTMENT,LOOSE,0.014,0,14,7
ADJUSTMENT,TELEVISION,0.014,0,14,19
ADMIRE,LIKE,0.294,0.022,17,16
ADMIRE,RESPECT,0.15,0.142,17,26
ADMIRE,LOVE,0.089,0.011,17,18
ADMIRE,ADORE,0.039,0.091,17,7
ADMIRE,BEAUTY,0.028,0,17,17
ADMIRE,ENVY,0.028,0.027,17,10
ADMIRE,COMPLIMENT,0.022,0,17,14
ADMIRE,WANT,0.022,0,17,9
ADMIRE,WORSHIP,0.022,0,17,14
ADMIRE,ADMONISH,0.017, NA,17, NA
ADMIRE,PRAISE,0.017,0,17,21
ADMIRE,BEAUTIFUL,0.011,0,17,8
ADMIRE,CUTE,0.011,0,17,18
ADMIRE,DISLIKE,0.011,0,17,6
ADMIRE,FOND,0.011,0.033,17,15
ADMIRE,IDOL,0.011,0.02,17,15
ADMIRE,IDOLIZE,0.011, NA,17, NA
ADMISSION,TICKET,0.245,0.048,16,19
ADMISSION,ENTER,0.19,0,16,8
ADMISSION,IN,0.068,0,16,2
ADMISSION,SCHOOL,0.061,0,16,22
ADMISSION,ACCEPT,0.048,0,16,18
ADMISSION,COLLEGE,0.048,0,16,15
ADMISSION,MONEY,0.048,0,16,19
ADMISSION,GUILT,0.034,0,16,19
ADMISSION,MOVIE,0.027,0,16,21
ADMISSION,PAY,0.027,0,16,13
ADMISSION,ALLOW,0.02,0,16,16
ADMISSION,DENY,0.014,0,16,18
ADMISSION,FEE,0.014,0,16,10
ADMISSION,OPEN,0.014,0,16,5
ADMISSION,PRICE,0.014,0,16,12
ADMISSION,TEST,0.014,0,16,17
ADMIT,CONFESS,0.131,0.119,18,15
ADMIT,TELL,0.09,0,18,19
ADMIT,DENY,0.062,0.088,18,18
ADMIT,GUILT,0.062,0,18,19
ADMIT,LIE,0.055,0,18,18
ADMIT,TRUTH,0.055,0,18,17
ADMIT,WRONG,0.055,0,18,6
ADMIT,ALLOW,0.034,0,18,16
ADMIT,ENTER,0.028,0,18,8
ADMIT,GIVE,0.028,0,18,13
ADMIT,SAY,0.028,0,18,13
ADMIT,AGREE,0.021,0,18,11
ADMIT,GUILTY,0.021,0,18,18
ADMIT,ONE,0.021,0,18,6
ADMIT,ADMISSION,0.014,0,18,16
ADMIT,ANSWER,0.014,0,18,9
ADMIT,BLAME,0.014,0,18,22
ADMIT,HONEST,0.014,0,18,18
ADOLESCENT,CHILD,0.262,0,8,15
ADOLESCENT,TEENAGER,0.262,0.072,8,22
ADOLESCENT,YOUNG,0.131,0,8,9
ADOLESCENT,ADULT,0.076,0,8,12
ADOLESCENT,YOUTH,0.062,0.016,8,8
ADOLESCENT,PUBERTY,0.041,0.138,8,24
ADOLESCENT,KID,0.028,0.014,8,12
ADOLESCENT,JUVENILE,0.014,0.013,8,12
ADORABLE,CUTE,0.689,0.064,8,18
ADORABLE,BABY,0.061,0,8,19
ADORABLE,PRETTY,0.041,0,8,11
ADORABLE,PUPPY,0.034,0,8,7
ADORABLE,LOVABLE,0.02, NA,8, NA
ADORABLE,CUDDLY,0.014, NA,8, NA
ADORABLE,KITTEN,0.014,0,8,6
ADORABLE,TEDDYBEAR,0.014, NA,8, NA
ADORE,LOVE,0.565,0.011,7,18
ADORE,LIKE,0.143,0,7,16
ADORE,ADMIRE,0.091,0.039,7,17
ADORE,CUTE,0.039,0,7,18
ADORE,CARE,0.013,0,7,18
ADORE,HATE,0.013,0,7,12
ADORE,PEOPLE,0.013,0,7,18
ADORN,DECORATE,0.139,0.028,23,25
ADORN,LOVE,0.133,0,23,18
ADORN,HAIRSPRAY,0.089,0,23,19
ADORN,ADMIRE,0.033,0,23,17
ADORN,DRESS,0.033,0,23,15
ADORN,JEWELRY,0.028,0,23,13
ADORN,ORNAMENT,0.028,0,23,9
ADORN,JEWEL,0.022,0,23,20
ADORN,LIKE,0.022,0,23,16
ADORN,WORSHIP,0.022,0,23,14
ADORN,PRAISE,0.017,0,23,21
ADORN,WEAR,0.017,0,23,16
ADORN,CHRISTMAS,0.011,0,23,13
ADORN,COVER,0.011,0,23,23
ADORN,CROWN,0.011,0,23,8
ADORN,FIX,0.011,0,23,9
ADORN,GIVE,0.011,0,23,13
ADORN,LAVISH,0.011, NA,23, NA
ADORN,PLACE,0.011,0,23,22
ADORN,PRETTY,0.011,0,23,11
ADORN,PUTON,0.011, NA,23, NA
ADORN,SHOWER,0.011,0,23,17
ADORN,TREE,0.011,0,23,21
ADULT,CHILD,0.459,0.101,12,15
ADULT,PARENT,0.115,0.024,12,10
ADULT,KID,0.047,0.047,12,12
ADULT,MATURE,0.041,0.167,12,15
ADULT,OLD,0.041,0,12,9
ADULT,RESPONSIBLE,0.041,0.132,12,17
ADULT,EIGHTEEN,0.034, NA,12, NA
ADULT,GROWN,0.027,0.121,12,16
ADULT,MOTHER,0.02,0,12,13
ADULT,PERSON,0.02,0,12,14
ADULT,FATHER,0.014,0,12,4
ADULT,YOUTH,0.014,0,12,8
ADULTERY,CHEAT,0.333,0,11,18
ADULTERY,SEX,0.133,0,11,15
ADULTERY,SIN,0.113,0,11,13
ADULTERY,MAN,0.04,0,11,9
ADULTERY,AFFAIR,0.033,0.068,11,19
ADULTERY,BAD,0.02,0,11,9
ADULTERY,CRIME,0.02,0,11,24
ADULTERY,FORNICATION,0.013, NA,11, NA
ADULTERY,MARRIAGE,0.013,0,11,19
ADULTERY,SCARLET,0.013, NA,11, NA
ADULTERY,WOMEN,0.013,0,11,13
ADULTS,CHILDREN,0.267,0.086,17,17
ADULTS,PARENTS,0.13,0.041,17,22
ADULTS,CHILD,0.068,0,17,15
ADULTS,KIDS,0.068,0.065,17,24
ADULTS,PEOPLE,0.062,0,17,18
ADULTS,GROWN-UPS,0.048,0.576,17,7
ADULTS,OLD,0.041,0,17,9
ADULTS,MATURE,0.034,0,17,15
ADULTS,ELDERS,0.021,0,17,12
ADULTS,AUTHORITY,0.014,0,17,18
ADULTS,BIG,0.014,0,17,9
ADULTS,BORING,0.014,0,17,16
ADULTS,MALES,0.014, NA,17, NA
ADULTS,OLDER,0.014, NA,17, NA
ADULTS,TEENAGERS,0.014, NA,17, NA
ADULTS,WISE,0.014,0,17,10
ADULTS,X-RATED,0.014, NA,17, NA
ADVANCE,FORWARD,0.23,0,21,13
ADVANCE,MOVE,0.128,0,21,27
ADVANCE,AHEAD,0.074,0,21,12
ADVANCE,GO,0.041,0,21,14
ADVANCE,PAY,0.027,0,21,13
ADVANCE,RETREAT,0.027,0.017,21,27
ADVANCE,BEHIND,0.02,0,21,16
ADVANCE,DECLINE,0.02,0,21,17
ADVANCE,FURTHER,0.02,0,21,13
ADVANCE,SMART,0.02,0,21,14
ADVANCE,ACHIEVE,0.014,0,21,17
ADVANCE,CASH,0.014,0,21,4
ADVANCE,CHARGE,0.014,0,21,13
ADVANCE,CLASS,0.014,0,21,23
ADVANCE,EXCEL,0.014,0.027,21,25
ADVANCE,GAME,0.014,0,21,13
ADVANCE,JOB,0.014,0,21,7
ADVANCE,MONEY,0.014,0,21,19
ADVANCE,PASS,0.014,0,21,20
ADVANCE,PROGRESS,0.014, NA,21, NA
ADVANCE,PROMOTION,0.014, NA,21, NA
ADVENTURE,ISLAND,0.299,0,18,19
ADVENTURE,FUN,0.123,0,18,15
ADVENTURE,EXCITEMENT,0.078,0,18,17
ADVENTURE,TRIP,0.052,0,18,10
ADVENTURE,JOURNEY,0.045,0.014,18,12
ADVENTURE,ACTION,0.019,0.051,18,20
ADVENTURE,EXCITING,0.019,0,18,15
ADVENTURE,BOOK,0.013,0,18,15
ADVENTURE,BORING,0.013,0,18,16
ADVENTURE,DANGER,0.013,0.014,18,23
ADVENTURE,EXPEDITION,0.013, NA,18, NA
ADVENTURE,HIKE,0.013,0,18,14
ADVENTURE,INDIANAJONES,0.013, NA,18, NA
ADVENTURE,SAFARI,0.013,0.026,18,15
ADVENTURE,SPACE,0.013,0,18,25
ADVENTURE,TELEVISION,0.013,0,18,19
ADVENTURE,THRILL,0.013, NA,18, NA
ADVENTURE,WILD,0.013,0,18,15
ADVENTUROUS,DARING,0.105,0.096,23,25
ADVENTUROUS,FUN,0.077,0,23,15
ADVENTUROUS,BORING,0.056,0,23,16
ADVENTUROUS,WILD,0.049,0,23,15
ADVENTUROUS,BRAVE,0.035,0,23,15
ADVENTUROUS,OUTGOING,0.035,0,23,27
ADVENTUROUS,EXCITING,0.028,0,23,15
ADVENTUROUS,RISK,0.028,0,23,13
ADVENTUROUS,SPONTANEOUS,0.028,0,23,18
ADVENTUROUS,CURIOUS,0.021,0,23,18
ADVENTUROUS,DANGEROUS,0.021,0.015,23,22
ADVENTUROUS,SCARY,0.021,0,23,13
ADVENTUROUS,TRIP,0.021,0,23,10
ADVENTUROUS,ARMY,0.014,0,23,12
ADVENTUROUS,COURAGEOUS,0.014,0,23,10
ADVENTUROUS,DULL,0.014,0,23,11
ADVENTUROUS,EXPLORE,0.014, NA,23, NA
ADVENTUROUS,EXPLORER,0.014,0,23,20
ADVENTUROUS,ME,0.014,0,23,12
ADVENTUROUS,SAFARI,0.014,0,23,15
ADVENTUROUS,SCARED,0.014,0,23,12
ADVENTUROUS,TIMID,0.014,0,23,8
ADVENTUROUS,TRAVELER,0.014, NA,23, NA
ADVERB,ADJECTIVE,0.274,0.152,12,11
ADVERB,NOUN,0.205,0,12,7
ADVERB,VERB,0.158,0.027,12,10
ADVERB,ENGLISH,0.068,0,12,16
ADVERB,PRONOUN,0.021,0.059,12,13
ADVERB,PROVERB,0.021,0.041,12,15
ADVERB,WORD,0.021,0,12,20
ADVERB,GRAMMAR,0.014,0,12,11
ADVERB,MODIFY,0.014, NA,12, NA
ADVERB,QUICKLY,0.014, NA,12, NA
ADVERB,SLOWLY,0.014, NA,12, NA
ADVERB,SYNONYM,0.014, NA,12, NA
ADVERSARY,ENEMY,0.197,0.01,12,17
ADVERSARY,OPPONENT,0.132,0.027,12,19
ADVERSARY,FRIEND,0.086,0,12,22
ADVERSARY,FOE,0.053,0.021,12,8
ADVERSARY,COMPETITION,0.02,0,12,21
ADVERSARY,AGAINST,0.013,0,12,16
ADVERSARY,ALLY,0.013, NA,12, NA
ADVERSARY,BAD,0.013,0,12,9
ADVERSARY,DIFFERENT,0.013,0,12,12
ADVERSARY,OPPOSITE,0.013,0,12,19
ADVERSARY,PERSON,0.013,0,12,14
ADVERSARY,VOCABULARY,0.013,0,12,15
ADVERTISEMENT,TELEVISION,0.138,0,18,19
ADVERTISEMENT,COMMERCIAL,0.125,0.204,18,10
ADVERTISEMENT,NEWSPAPER,0.118,0,18,23
ADVERTISEMENT,MAGAZINE,0.079,0,18,13
ADVERTISEMENT,BILLBOARD,0.066,0.12,18,13
ADVERTISEMENT,PRODUCT,0.046,0,18,24
ADVERTISEMENT,SELL,0.039,0,18,14
ADVERTISEMENT,AD,0.02,0.013,18,19
ADVERTISEMENT,BUY,0.02,0,18,13
ADVERTISEMENT,PROPAGANDA,0.02, NA,18, NA
ADVERTISEMENT,SALE,0.02,0,18,17
ADVERTISEMENT,SIGN,0.02,0,18,15
ADVERTISEMENT,AGENCY,0.013,0,18,19
ADVERTISEMENT,ARTICLE,0.013,0,18,13
ADVERTISEMENT,BUSINESS,0.013,0,18,21
ADVERTISEMENT,CAR,0.013,0,18,25
ADVERTISEMENT,MONEY,0.013,0,18,19
ADVERTISEMENT,PICTURE,0.013,0,18,11
ADVICE,HELP,0.236,0,20,23
ADVICE,COUNSEL,0.077,0.027,20,19
ADVICE,GOOD,0.062,0,20,8
ADVICE,GIVE,0.041,0,20,13
ADVICE,OPINION,0.041,0.02,20,23
ADVICE,FRIEND,0.036,0,20,22
ADVICE,SUGGESTION,0.031,0.095,20,21
ADVICE,MOTHER,0.026,0,20,13
ADVICE,PARENT,0.026,0,20,10
ADVICE,TALK,0.026,0,20,18
ADVICE,CONSENT,0.021, NA,20, NA
ADVICE,BAD,0.015,0,20,9
ADVICE,COLUMN,0.015,0,20,17
ADVICE,WORD,0.015,0,20,20
ADVICE,CHOICE,0.01,0,20,14
ADVICE,COMMENT,0.01,0.013,20,20
ADVICE,FREE,0.01,0,20,26
ADVICE,IDEA,0.01,0,20,17
ADVICE,LISTEN,0.01,0,20,15
ADVICE,TELL,0.01,0,20,19
ADVIL,HEADACHE,0.18,0,13,13
ADVIL,TYLENOL,0.18,0.046,13,11
ADVIL,PAIN,0.16,0,13,13
ADVIL,ASPIRIN,0.113,0.015,13,10
ADVIL,MEDICINE,0.093,0,13,27
ADVIL,PILL,0.067,0,13,14
ADVIL,CRAMP,0.02,0,13,14
ADVIL,HAMMER,0.02,0,13,7
ADVIL,RELIEF,0.02,0,13,18
ADVIL,ACHE,0.013,0,13,7
ADVIL,BAYER,0.013, NA,13, NA
ADVIL,DRUG,0.013,0,13,20
ADVIL,RELIEVE,0.013, NA,13, NA
ADVISE,HELP,0.261,0,19,23
ADVISE,COUNSEL,0.105,0.041,19,19
ADVISE,TELL,0.033,0,19,19
ADVISE,FRIEND,0.026,0,19,22
ADVISE,SUGGEST,0.026,0,19,23
ADVISE,ADVICE,0.02,0,19,20
ADVISE,GIVE,0.02,0,19,13
ADVISE,MOM,0.02,0,19,5
ADVISE,OPINION,0.02,0,19,23
ADVISE,TALK,0.02,0,19,18
ADVISE,TEACH,0.02,0,19,15
ADVISE,ACADEMIC,0.013, NA,19, NA
ADVISE,COLUMN,0.013,0,19,17
ADVISE,COUNSELOR,0.013, NA,19, NA
ADVISE,GUIDE,0.013,0,19,14
ADVISE,INFORM,0.013,0.014,19,14
ADVISE,LECTURE,0.013,0,19,16
ADVISE,LUCI,0.013, NA,19, NA
ADVISE,TEACHER,0.013,0,19,12
AEROBICS,EXERCISE,0.327,0.034,15,28
AEROBICS,SWEAT,0.127,0,15,16
AEROBICS,DANCE,0.073,0.014,15,19
AEROBICS,WORKOUT,0.067,0.089,15,13
AEROBICS,FUN,0.04,0,15,15
AEROBICS,SHAPELY,0.033, NA,15, NA
AEROBICS,FITNESS,0.027,0.085,15,20
AEROBICS,JUMP,0.027,0,15,12
AEROBICS,GIRLS,0.02,0,15,10
AEROBICS,PAIN,0.02,0,15,13
AEROBICS,RUN,0.02,0,15,10
AEROBICS,STEP,0.02,0,15,10
AEROBICS,TIRING,0.02, NA,15, NA
AEROBICS,ACTIVITY,0.013,0,15,22
AEROBICS,SPORT,0.013,0,15,12
AFFAIR,CHEAT,0.142,0,19,18
AFFAIR,LOVE,0.135,0,19,18
AFFAIR,SEX,0.074,0,19,15
AFFAIR,ADULTERY,0.068,0.033,19,11
AFFAIR,MARRIAGE,0.068,0,19,19
AFFAIR,EVENT,0.034,0,19,22
AFFAIR,FAMILY,0.027,0,19,25
AFFAIR,RELATIONSHIP,0.027,0,19,19
AFFAIR,FLING,0.02,0.101,19,13
AFFAIR,PARTY,0.02,0,19,22
AFFAIR,PEOPLE,0.02,0,19,18
AFFAIR,ROMANCE,0.02,0,19,9
AFFAIR,WRONG,0.02,0,19,6
AFFAIR,CURRENT,0.014,0.04,19,21
AFFAIR,DIVORCE,0.014,0,19,11
AFFAIR,HAPPENING,0.014,0,19,11
AFFAIR,INFIDELITY,0.014, NA,19, NA
AFFAIR,LUST,0.014,0,19,8
AFFAIR,WOMAN,0.014,0,19,7
AFFECT,EFFECT,0.224,0.094,16,13
AFFECT,CAUSE,0.132,0,16,19
AFFECT,BOTHER,0.066,0,16,18
AFFECT,CHANGE,0.066,0,16,15
AFFECT,INFLUENCE,0.033,0.026,16,19
AFFECT,FEELING,0.026,0,16,18
AFFECT,DEFECT,0.02, NA,16, NA
AFFECT,HARM,0.02,0,16,9
AFFECT,EFFORT,0.013,0,16,18
AFFECT,EMOTION,0.013,0,16,11
AFFECT,HURT,0.013,0,16,12
AFFECT,IMPACT,0.013,0,16,12
AFFECT,PLUG,0.013,0,16,25
AFFECT,RESPONSE,0.013,0,16,12
AFFECT,RESULT,0.013,0,16,17
AFFECT,TOUCH,0.013,0,16,10
AFFECTION,LOVE,0.8,0,6,18
AFFECTION,HUG,0.04,0.05,6,13
AFFECTION,CARE,0.027,0,6,18
AFFECTION,KISS,0.013,0.038,6,13
AFFECTION,LUST,0.013,0,6,8
AFFECTION,SHOW,0.013,0,6,24
AFRAID,SCARE,0.604,0.123,9,11
AFRAID,FEAR,0.076,0.047,9,17
AFRAID,DARK,0.042,0,9,8
AFRAID,FRIGHT,0.021,0.029,9,8
AFRAID,GHOST,0.021,0,9,24
AFRAID,ALONE,0.014,0.027,9,19
AFRAID,BRAVE,0.014,0,9,15
AFRAID,QUIET,0.014,0,9,12
AFRAID,RUN,0.014,0,9,10
AFRICA,CONTINENT,0.234,0.169,16,16
AFRICA,BLACK,0.145,0,16,10
AFRICA,COUNTRY,0.076,0,16,19
AFRICA,APARTHEID,0.062, NA,16, NA
AFRICA,JUNGLE,0.048,0.034,16,21
AFRICA,HOT,0.034,0,16,8
AFRICA,SOUTH,0.034,0,16,7
AFRICA,ASIA,0.028,0.145,16,19
AFRICA,ANIMALS,0.021,0,16,22
AFRICA,DESERT,0.021,0,16,8
AFRICA,ELEPHANT,0.021,0,16,19
AFRICA,EXOTIC,0.014, NA,16, NA
AFRICA,FREEDOM,0.014,0,16,24
AFRICA,GREEN,0.014,0,16,17
AFRICA,LION,0.014,0.021,16,15
AFRICA,POOR,0.014,0,16,11
AFTER,BEFORE,0.571,0.859,10,4
AFTER,LATER,0.117, NA,10, NA
AFTER,NOON,0.084,0,10,13
AFTER,DARK,0.032,0,10,8
AFTER,MATH,0.026,0,10,19
AFTER,NOW,0.019,0,10,9
AFTER,HOURS,0.013,0.014,10,15
AFTER,MORNING,0.013,0.047,10,18
AFTER,POST,0.013,0.054,10,14
AFTER,TOMORROW,0.013,0,10,9
AFTERNOON,NIGHT,0.144,0,20,6
AFTERNOON,EVENING,0.123,0,20,8
AFTERNOON,HOT,0.103,0,20,8
AFTERNOON,SUN,0.075,0,20,14
AFTERNOON,LUNCH,0.068,0.019,20,17
AFTERNOON,MORNING,0.068,0.041,20,18
AFTERNOON,DAY,0.055,0,20,6
AFTERNOON,NAP,0.041,0.013,20,11
AFTERNOON,MIDDAY,0.027, NA,20, NA
AFTERNOON,SUNNY,0.027,0,20,13
AFTERNOON,DAYTIME,0.021, NA,20, NA
AFTERNOON,SOAP,0.021,0,20,22
AFTERNOON,CLASS,0.014,0,20,23
AFTERNOON,HOME,0.014,0,20,15
AFTERNOON,LATE,0.014,0,20,11
AFTERNOON,MIDNIGHT,0.014,0,20,20
AFTERNOON,OFF,0.014,0,20,2
AFTERNOON,SUNDAY,0.014,0,20,17
AFTERNOON,SUNSET,0.014,0,20,14
AFTERNOON,TIRED,0.014,0,20,14
AGAIN,REPEAT,0.336,0.289,12,18
AGAIN,OVER,0.112,0,12,11
AGAIN,NEVER,0.066,0.077,12,9
AGAIN,AGAIN,0.046,0.046,12,12
AGAIN,STOP,0.033,0,12,8
AGAIN,RE-DO,0.026, NA,12, NA
AGAIN,TRY,0.026,0.068,12,16
AGAIN,TWICE,0.026,0.047,12,13
AGAIN,ONCE,0.02,0,12,12
AGAIN,DO,0.013,0,12,20
AGAIN,NOT,0.013,0,12,21
AGAIN,NOW,0.013,0,12,9
AGAINST,FOR,0.312,0.27,16,13
AGAINST,ODDS,0.09,0.053,16,7
AGAINST,ANTI,0.049, NA,16, NA
AGAINST,OPPOSE,0.049, NA,16, NA
AGAINST,WITH,0.042,0,16,12
AGAINST,NO,0.035,0,16,9
AGAINST,WILL,0.035,0,16,12
AGAINST,CON,0.028,0.042,16,15
AGAINST,FIGHT,0.028,0,16,24
AGAINST,REBEL,0.028,0.062,16,26
AGAINST,ENEMY,0.014,0,16,17
AGAINST,FORCE,0.014,0.018,16,17
AGAINST,LEAN,0.014,0,16,22
AGAINST,PRO,0.014,0,16,15
AGAINST,RESIST,0.014, NA,16, NA
AGAINST,TOGETHER,0.014,0,16,19
AGE,OLD,0.391,0.027,20,9
AGE,YEAR,0.102,0,20,12
AGE,YOUNG,0.076,0,20,9
AGE,TIME,0.046,0,20,14
AGE,EIGHTEEN,0.025, NA,20, NA
AGE,NINETEEN,0.025, NA,20, NA
AGE,NUMBER,0.025,0,20,17
AGE,TWENTYONE,0.025, NA,20, NA
AGE,TWENTY,0.02, NA,20, NA
AGE,BIRTHDAY,0.015,0.086,20,15
AGE,MATURITY,0.015, NA,20, NA
AGE,WISDOM,0.015,0.035,20,16
AGE,BEAUTY,0.01,0,20,17
AGE,DRINKING,0.01, NA,20, NA
AGE,ERA,0.01,0.036,20,16
AGE,LIMIT,0.01,0,20,21
AGE,PEOPLE,0.01,0,20,18
AGE,SEVENTEEN,0.01, NA,20, NA
AGE,SEX,0.01,0,20,15
AGE,WEIGHT,0.01,0.014,20,14
AGENCY,COMPANY,0.088,0,19,15
AGENCY,WORK,0.081,0,19,19
AGENCY,BUSINESS,0.068,0,19,21
AGENCY,INSURANCE,0.068,0,19,21
AGENCY,OFFICE,0.061,0,19,18
AGENCY,TRAVEL,0.047,0,19,25
AGENCY,GOVERNMENT,0.041,0,19,19
AGENCY,PLACE,0.041,0,19,22
AGENCY,CORPORATION,0.034,0,19,8
AGENCY,HELP,0.034,0,19,23
AGENCY,JOB,0.027,0,19,7
AGENCY,FIRM,0.02,0,19,20
AGENCY,ADVERTISING,0.014, NA,19, NA
AGENCY,BUILDING,0.014,0,19,20
AGENCY,BUREAU,0.014,0.013,19,21
AGENCY,EMPLOYMENT,0.014,0.014,19,6
AGENCY,GROUP,0.014,0,19,23
AGENCY,TALENT,0.014,0,19,16
AGENCY,TEMPORARY,0.014, NA,19, NA
AGENDA,SCHEDULE,0.259,0.028,14,15
AGENDA,LIST,0.17,0.035,14,14
AGENDA,PLAN,0.143,0,14,28
AGENDA,CALENDAR,0.034,0,14,8
AGENDA,MEETING,0.034,0,14,13
AGENDA,BOOK,0.027,0,14,15
AGENDA,WORK,0.027,0,14,19
AGENDA,BUSY,0.02,0,14,24
AGENDA,AMERICAN,0.014,0,14,19
AGENDA,ITINERARY,0.014, NA,14, NA
AGENDA,ORDER,0.014,0,14,22
